binary,complex
"[0, 1, 0, 0]",(-1.0884100038133866-3.0165609771487754j)
"[1, 1, 1, 0]",(1.066523247605682+3.0572042655212646j)
"[0, 0, 1, 0]",(-2.8328775112299445+2.9136292921269145j)
"[0, 1, 1, 0]",(-0.9560156463518656+2.9565145883231407j)
"[0, 0, 0, 1]",(-2.9234696916822376-0.9667146272734681j)
"[0, 1, 0, 0]",(-0.8836752669902882-3.0303831624957733j)
"[0, 0, 1, 1]",(-3.046227071906199+1.1057912442761486j)
"[0, 1, 0, 0]",(-0.9169335328536864-3.1176961955328895j)
"[1, 1, 0, 1]",(0.9265884907981757-0.9875350386961106j)
"[0, 0, 1, 0]",(-3.0518397565314617+2.9376388767780215j)
"[1, 0, 0, 1]",(2.9965649526540266-0.9654841382109166j)
"[1, 0, 1, 1]",(2.9165125948345585+0.9597350532749109j)
"[1, 0, 1, 0]",(2.916726582260107+3.0131006401519613j)
"[0, 1, 0, 1]",(-1.0046749816149285-0.8832812843547886j)
"[0, 0, 1, 1]",(-2.9774069682474784+1.0928473746505811j)
"[0, 1, 0, 0]",(-0.9602235527570647-3.0508775616591643j)
"[1, 1, 1, 1]",(1.0402721869607412+1.0153543800298246j)
"[0, 0, 1, 0]",(-3.0235462963586572+3.0110784526727064j)
"[1, 0, 0, 0]",(3.0935256801811666-2.95459212182985j)
"[0, 0, 0, 0]",(-3.0234778277609125-3.0123234179209484j)
"[0, 0, 0, 0]",(-3.0582769373830248-2.986321795904544j)
"[0, 0, 1, 1]",(-2.958056879548503+1.05688049794161j)
"[1, 1, 0, 1]",(0.9954437232101438-1.106757654045216j)
"[1, 1, 1, 1]",(1.1146332070256322+1.0560735951114866j)
"[0, 0, 0, 1]",(-3.0132398403884193-1.092503736952746j)
"[1, 0, 0, 0]",(2.8943745679309214-2.9363942082494536j)
"[0, 0, 1, 0]",(-3.019876099689499+2.942258925087335j)
"[0, 1, 0, 1]",(-0.8483331929215723-1.1013808996126082j)
"[1, 1, 0, 1]",(0.9354426469469175-0.9415776488956539j)
"[1, 0, 1, 0]",(3.099861328356312+2.92041971469768j)
"[0, 0, 1, 1]",(-2.952203508181353+0.9169601325001329j)
"[1, 0, 0, 0]",(3.0178724284803984-3.0181134058534758j)
"[0, 1, 1, 1]",(-1.0230910344290522+1.0740544859605183j)
"[0, 0, 0, 0]",(-2.980125081669709-2.9999104600875284j)
"[1, 0, 1, 0]",(3.037830397456269+2.9456580952121953j)
"[0, 0, 0, 0]",(-2.905084706075689-2.916197066890683j)
"[0, 1, 1, 0]",(-1.0177375277527076+2.987710042550522j)
"[1, 1, 1, 1]",(1.0551116767259956+1.0036813165066112j)
"[1, 1, 1, 0]",(0.9382003385253959+3.0359773911582426j)
"[1, 0, 0, 1]",(3.053772368512293-0.9167741481974173j)
"[0, 1, 0, 0]",(-0.9380828862309626-3.165984778228394j)
"[0, 1, 0, 1]",(-1.0039944058948165-0.9001958626026123j)
"[1, 0, 0, 0]",(3.0052292354380135-2.9315299577430087j)
"[1, 1, 0, 0]",(0.8996086206841298-2.9617367311161913j)
"[1, 1, 1, 0]",(1.0109906982815333+3.0071748082385623j)
"[0, 0, 1, 1]",(-3.107818615644113+0.9809206960146883j)
"[0, 1, 1, 0]",(-0.9729071089467799+3.143674923371711j)
"[1, 1, 0, 1]",(0.9801205255044919-0.9823168297000708j)
"[1, 1, 0, 1]",(1.0141375689495638-0.9009305972377858j)
"[1, 0, 1, 0]",(2.9235556228323483+3.0735604456781243j)
"[0, 1, 0, 1]",(-1.012392313265626-1.0371520213089231j)
"[0, 1, 1, 0]",(-1.0830694347121974+2.895266354070348j)
"[0, 0, 1, 1]",(-2.9492094989216944+1.116695162884011j)
"[1, 1, 1, 1]",(1.1152818490615843+1.025644694474478j)
"[0, 1, 1, 0]",(-0.9943228405150017+2.9930796709725818j)
"[1, 1, 1, 0]",(0.9350831985044161+2.9262387028760015j)
"[0, 1, 1, 0]",(-0.9647962756574793+3.0095149470643343j)
"[0, 0, 0, 1]",(-2.942797702892596-1.0019837317964533j)
"[0, 1, 0, 1]",(-0.9612235251423789-1.0469565737685353j)
"[0, 0, 0, 1]",(-3.0328779310829863-1.1854433189141573j)
"[1, 0, 1, 1]",(2.952567761762889+0.9885168637279367j)
"[1, 0, 1, 1]",(2.990140799738675+0.9461470032192059j)
"[0, 0, 1, 0]",(-3.056926250592559+2.965718563721327j)
"[0, 1, 1, 0]",(-1.0672295944734516+2.8541854949275685j)
"[0, 0, 0, 0]",(-3.0004983082426953-3.0283286604598922j)
"[0, 1, 0, 1]",(-0.9923171092668618-0.9263229663329419j)
"[0, 1, 1, 0]",(-1.018160441340273+2.907671615417629j)
"[1, 0, 0, 0]",(2.935760775384951-2.9460414465612383j)
"[1, 1, 1, 0]",(0.976144983976398+2.9544504837091248j)
"[1, 1, 1, 1]",(1.0947368498471493+1.0371162868714576j)
"[1, 0, 0, 0]",(3.0493486433964763-2.976401089278615j)
"[1, 1, 0, 1]",(1.0270035747341806-0.9473349439553039j)
"[0, 0, 1, 0]",(-2.936770695694709+2.848675953466481j)
"[1, 1, 1, 0]",(0.9453370323097917+3.003371621605121j)
"[0, 1, 1, 0]",(-1.0015491759543032+3.0351905925531195j)
"[1, 0, 1, 0]",(2.9203167064610045+2.908281268930672j)
"[1, 1, 1, 0]",(0.8898148396673394+2.9284969497932574j)
"[1, 0, 0, 1]",(3.0368525409817666-1.1887033449400963j)
"[1, 0, 0, 0]",(2.9626154244074883-3.05588697123546j)
"[1, 0, 1, 0]",(2.9244117484467083+3.0670450836844956j)
"[0, 0, 1, 0]",(-3.0143418909512394+2.962140618467317j)
"[1, 0, 0, 1]",(3.0350768904152967-0.9594630199676417j)
"[1, 0, 0, 1]",(3.0618336027963493-1.0430770355265773j)
"[1, 0, 1, 1]",(3.0782235437540377+1.0138406400233237j)
"[1, 0, 1, 0]",(2.82118014093762+3.029245655052056j)
"[1, 0, 0, 0]",(2.9647658201561513-2.9558037367125j)
"[0, 1, 1, 0]",(-1.0489655932320023+2.9383163489464446j)
"[1, 1, 0, 0]",(0.8751104716266248-2.9201005245414753j)
"[1, 0, 1, 0]",(2.9921055239043355+2.9800453621276093j)
"[1, 1, 1, 1]",(1.0514512559837386+0.9123373433056483j)
"[0, 1, 1, 1]",(-0.8253473273197184+0.9324048573851627j)
"[0, 0, 1, 1]",(-2.8631632005667464+0.9370647070222318j)
"[1, 0, 0, 1]",(3.0236704656465636-0.8912872211040628j)
"[0, 0, 0, 0]",(-3.049065404897907-2.9063976356967713j)
"[0, 1, 1, 1]",(-0.884766434472259+0.9857092903415853j)
"[1, 0, 0, 1]",(3.0321940031547543-0.927951996781468j)
"[1, 1, 0, 0]",(0.9057324289194724-3.0369004878069963j)
"[1, 0, 1, 0]",(3.0244026996087165+2.99077190753682j)
"[0, 0, 1, 1]",(-2.9104624090333147+0.9338229822172337j)
"[0, 1, 0, 1]",(-0.9824660259393618-0.9030565244151361j)
"[0, 0, 1, 1]",(-3.0070780295981834+0.9656404506239065j)
"[0, 0, 0, 1]",(-2.9457172771350097-1.029150302113644j)
"[0, 1, 0, 1]",(-1.0731604989732908-0.8945920463993845j)
"[1, 1, 1, 0]",(0.8260686616913977+2.9381240960756085j)
"[1, 1, 1, 1]",(0.96011059323308+1.014027011074326j)
"[1, 0, 0, 1]",(2.954538494414105-1.1160468695795613j)
"[0, 0, 0, 0]",(-3.1278480724280966-3.130849306172406j)
"[1, 1, 1, 1]",(0.9995407189872085+0.9609058680279451j)
"[1, 0, 0, 1]",(2.9716891094666606-0.9860373882192967j)
"[0, 1, 1, 1]",(-0.9128258232576637+0.9644851063598096j)
"[1, 0, 0, 0]",(3.0190021446811293-3.035711966517749j)
"[1, 1, 0, 0]",(1.136481724440768-2.9459240476324653j)
"[0, 0, 1, 0]",(-3.0331570949929456+3.000420349217099j)
"[0, 0, 0, 1]",(-2.9827205239880916-1.066151958901292j)
"[0, 0, 0, 0]",(-3.0307786397257366-2.942885071833737j)
"[0, 1, 0, 0]",(-1.088390732094576-2.9583344304386934j)
"[0, 0, 1, 0]",(-2.9921836908925776+2.911332468128242j)
"[0, 1, 0, 1]",(-0.9726245577653424-0.8993125568055398j)
"[1, 0, 1, 0]",(3.040346638842764+2.793073121900633j)
"[0, 1, 0, 1]",(-0.9778981637129663-1.0984323552409414j)
"[0, 1, 0, 0]",(-1.0151160423253456-2.983142501068689j)
"[0, 1, 1, 0]",(-1.0733894321562616+3.085838722109821j)
"[0, 0, 0, 1]",(-2.972968066812312-0.8921839632339026j)
"[1, 0, 1, 1]",(3.095487492559266+0.859311506833359j)
"[0, 1, 0, 0]",(-0.9774884329930607-3.0445223412831024j)
"[1, 1, 0, 0]",(1.0131245828819937-2.9252949665819212j)
"[1, 1, 0, 1]",(1.0315654360823079-1.017855132449044j)
"[1, 0, 0, 1]",(2.968116301705181-1.0518145066907811j)
"[1, 0, 0, 1]",(2.9054259895839136-1.0014070443496268j)
"[0, 0, 0, 1]",(-2.921488967154463-0.9619939174627546j)
"[0, 0, 1, 1]",(-3.0667748158543944+0.9504154570206504j)
"[1, 0, 1, 0]",(3.015742612655864+3.061579434083511j)
"[0, 0, 1, 1]",(-2.9991897013896254+0.9068290242861781j)
"[1, 0, 0, 1]",(3.096452203116865-0.9498264962496107j)
"[0, 0, 0, 1]",(-3.1996213961825735-1.0443835925606504j)
"[1, 1, 1, 1]",(0.8756283530917255+0.9242144993426338j)
"[0, 1, 1, 0]",(-0.9606734079649639+2.889643241401625j)
"[1, 0, 0, 0]",(3.0228385230196424-2.789577517224341j)
"[0, 1, 1, 1]",(-1.0955070843719314+0.9910230539975217j)
"[0, 1, 1, 1]",(-0.9929647654799774+0.883872417062922j)
"[0, 0, 0, 1]",(-2.8907901612116618-1.0662225534815675j)
"[1, 0, 0, 0]",(3.0707446616226135-3.032511628577058j)
"[1, 0, 1, 1]",(3.07836418832624+0.8787222075418295j)
"[0, 0, 1, 0]",(-3.051692132308758+2.950845695421276j)
"[0, 0, 1, 1]",(-2.9427686814342753+0.8247240010152213j)
"[1, 0, 1, 0]",(2.9688956637787673+2.929790548601235j)
"[1, 0, 1, 1]",(3.0003760605199186+1.0607975111222472j)
"[0, 1, 0, 0]",(-1.1618738888267068-3.0252030592871653j)
"[1, 0, 1, 1]",(2.924664365014256+0.7837918511138522j)
"[0, 1, 1, 1]",(-1.0560551318872384+0.9016175493201288j)
"[1, 1, 1, 0]",(1.0070912731863355+3.0582676161810203j)
"[1, 1, 1, 1]",(1.0725491704053765+0.937572756849441j)
"[0, 0, 1, 1]",(-3.0272755896089927+0.9177152626588756j)
"[1, 0, 0, 1]",(3.0506582878994646-1.0996987284334265j)
"[0, 1, 0, 0]",(-0.9962808246817844-3.0793644358115304j)
"[1, 1, 1, 0]",(0.981668736306934+2.98949006200065j)
"[0, 0, 0, 0]",(-2.8813547086687143-2.8987598858802337j)
"[1, 0, 1, 0]",(2.95589522444535+3.1679204827815375j)
"[0, 0, 0, 0]",(-2.9565136421206226-3.085852697043353j)
"[0, 1, 1, 1]",(-0.8968917423338686+1.045982892578292j)
"[0, 0, 1, 1]",(-3.010994027560193+0.9541290060860798j)
"[0, 0, 1, 0]",(-3.0691156257357894+3.1743880128832136j)
"[1, 0, 1, 0]",(2.968684077901261+3.123673017450532j)
"[0, 1, 1, 0]",(-0.9177687340239344+2.952015637329889j)
"[0, 0, 1, 1]",(-2.979135347577379+1.0235366870484035j)
"[1, 1, 1, 1]",(0.972217438239546+0.8921419637794712j)
"[0, 1, 0, 0]",(-0.9936553996402334-3.0172513051273726j)
"[0, 0, 1, 0]",(-3.093070357045455+2.9213768951036947j)
"[1, 0, 0, 0]",(2.803752649220609-2.976367256865679j)
"[1, 0, 1, 1]",(3.112540205199673+1.007686415130705j)
"[1, 0, 1, 0]",(3.044354814753588+2.963514009219782j)
"[0, 1, 0, 0]",(-0.8904495857225142-2.9986037706703548j)
"[1, 0, 1, 0]",(2.985857621233464+3.155197802751758j)
"[1, 0, 0, 0]",(3.0410758885608025-2.998233848004168j)
"[0, 0, 0, 0]",(-2.997968482055179-2.9589964511265494j)
"[1, 0, 1, 0]",(3.0043389607476123+2.9828489252913752j)
"[1, 1, 0, 0]",(1.0019650806283187-2.9816433285282895j)
"[1, 0, 1, 0]",(3.027338441798669+3.106108621930002j)
"[0, 1, 0, 0]",(-0.8519657344092733-2.9250779790203114j)
"[1, 1, 0, 1]",(1.0896799960348393-0.8966722569133976j)
"[0, 0, 0, 1]",(-3.0306775537612336-1.011832009148023j)
"[1, 0, 0, 0]",(3.0430278087340277-2.9937430605598783j)
"[0, 1, 1, 1]",(-1.0532282558789199+0.991117556566133j)
"[0, 1, 1, 1]",(-0.9422207888224309+0.9234852958133111j)
"[1, 0, 1, 0]",(2.9598376657082066+2.9302971237745727j)
"[1, 0, 1, 0]",(2.9048241416926532+3.056888909213539j)
"[1, 1, 1, 1]",(1.0400186993888043+1.0150761403941577j)
"[1, 0, 0, 1]",(2.8946771415581396-0.9122107895970244j)
"[0, 0, 1, 1]",(-3.0229940517352136+0.9625882485959355j)
"[0, 0, 0, 1]",(-3.011568686844391-1.010760052738544j)
"[1, 1, 0, 0]",(0.9870562200079945-2.8927361222543446j)
"[0, 1, 0, 0]",(-1.0626866855903456-3.026399147319412j)
"[0, 0, 0, 0]",(-2.8273215703984755-2.990866113205819j)
"[1, 0, 0, 1]",(2.958973608402077-0.8591958662139332j)
"[1, 0, 1, 1]",(3.010388783673838+1.09235085951175j)
"[1, 0, 1, 0]",(3.1181657151091424+2.880261396905075j)
"[1, 1, 1, 0]",(1.0011445163451174+2.9167666106494488j)
"[0, 1, 1, 1]",(-0.9442603074105708+1.1731331726191632j)
"[1, 0, 1, 0]",(2.919622526650908+3.078691497206851j)
"[1, 1, 1, 0]",(0.9882576723958758+3.045192323240906j)
"[1, 0, 1, 0]",(2.9823086495338162+3.089836073166336j)
"[0, 0, 1, 0]",(-3.104525898876969+3.031979388480972j)
"[1, 1, 1, 1]",(0.9106185953946025+0.8623165858924942j)
"[1, 1, 0, 0]",(0.8536644608745687-3.1478683047775866j)
"[0, 1, 0, 1]",(-0.8240899495593719-0.8879373684030644j)
"[0, 1, 0, 1]",(-0.9791376546256677-1.0500954047864073j)
"[1, 0, 0, 1]",(2.9528360405893355-0.9900209118171088j)
"[1, 1, 1, 1]",(0.9481722435277786+0.9397345095722542j)
"[0, 0, 0, 1]",(-2.956647675059766-0.9423365447332449j)
"[0, 0, 1, 1]",(-2.946181016437615+1.0137788327028747j)
"[0, 0, 0, 1]",(-2.897889768237038-0.986631657139755j)
"[0, 0, 0, 0]",(-3.046616048715215-3.008790607475054j)
"[1, 1, 1, 1]",(0.9423584587265944+0.9808189701473319j)
"[1, 0, 1, 0]",(2.8037935894084156+3.1209157104762726j)
"[1, 0, 1, 0]",(2.907763582114948+2.921509355222859j)
"[1, 1, 1, 1]",(1.1129143839959852+0.9774647937387201j)
"[0, 1, 1, 1]",(-0.977149251435856+1.1250981868228171j)
"[0, 1, 1, 1]",(-1.028525101389033+1.0465243243498863j)
"[0, 0, 1, 1]",(-2.8793292863857247+1.0176676815906407j)
"[0, 1, 1, 0]",(-0.9219549181090347+2.9567961369528475j)
"[0, 1, 1, 0]",(-0.9482480455615384+3.0298920117546397j)
"[1, 1, 1, 1]",(1.0277187641827192+0.882091899378086j)
"[0, 1, 0, 1]",(-1.0331347628961547-0.8959068786430635j)
"[1, 0, 0, 0]",(3.0167772645794138-3.0473280145274564j)
"[1, 1, 0, 0]",(0.9691637260905662-3.096079370737091j)
"[0, 1, 1, 1]",(-1.0141667413901292+1.104189094163281j)
"[1, 1, 1, 0]",(1.0943364455599358+3.035646987783605j)
"[1, 0, 0, 1]",(3.0000456975369114-1.0730064910878194j)
"[1, 0, 0, 0]",(2.992332830242697-2.9307361962499043j)
"[1, 0, 1, 0]",(3.005184313695518+3.0545192197917634j)
"[0, 1, 0, 0]",(-0.972278906700266-3.0695397387511605j)
"[0, 0, 1, 0]",(-2.982747748449935+2.9375252180136484j)
"[1, 0, 0, 0]",(3.093358535173673-2.9697988512739646j)
"[0, 0, 1, 1]",(-3.0282122188667575+0.8720150267663552j)
"[0, 0, 1, 1]",(-2.9153714659775116+1.0853348622888177j)
"[1, 0, 1, 0]",(2.9742148804201527+3.0649059053241j)
"[0, 1, 0, 1]",(-0.9474515670212418-1.1216141030945825j)
"[1, 1, 1, 0]",(1.0532998983617434+2.946764764718489j)
"[1, 1, 0, 0]",(0.9029337068739323-3.16182160218224j)
"[1, 0, 1, 1]",(3.015428242993346+1.0705629055784167j)
"[1, 1, 0, 1]",(0.9833519082173442-1.074671939564118j)
"[0, 0, 0, 1]",(-3.0356192884897224-0.9809039530139236j)
"[1, 1, 0, 0]",(1.0007690447910402-3.1149898398140476j)
"[1, 0, 1, 0]",(3.0236501683480657+3.013978192400182j)
"[0, 0, 1, 0]",(-3.0571294992161713+2.935149930101228j)
"[0, 1, 1, 1]",(-0.9889987391037518+0.9855523674168865j)
"[0, 0, 0, 0]",(-2.9589296821532-2.882415090306198j)
"[1, 1, 0, 1]",(1.013981326084448-1.0196419800822651j)
"[0, 1, 0, 0]",(-1.0236836334837722-3.0292225487136677j)
"[0, 1, 0, 1]",(-1.1460109119253445-0.9514945868015008j)
"[0, 1, 0, 0]",(-0.9969744905708465-2.9766621165670397j)
"[0, 0, 0, 1]",(-2.9464622952489203-0.9541734930215874j)
"[1, 0, 1, 1]",(3.0705819764839184+1.0626196402478039j)
"[1, 1, 0, 1]",(1.0512264981002273-0.9469698727004571j)
"[0, 1, 1, 0]",(-0.9165854718964815+2.915937631624768j)
"[1, 0, 1, 1]",(2.9798948996989987+0.9261157687289592j)
"[1, 1, 1, 0]",(0.839691705149586+2.867854956789262j)
"[1, 0, 1, 0]",(2.953209414026276+2.947069252895112j)
"[1, 0, 1, 1]",(2.86518474607164+1.0661195124113723j)
"[1, 1, 0, 1]",(0.9022389603532118-1.0697745600425872j)
"[1, 1, 0, 0]",(0.9584311486825272-2.961783115951696j)
"[0, 0, 1, 1]",(-3.037351714681289+0.9980199812161329j)
"[1, 1, 1, 0]",(1.1063962604444684+3.07562747499261j)
"[0, 1, 0, 0]",(-1.0913738350681175-2.9598680965413218j)
"[0, 1, 1, 0]",(-1.0584679714410414+3.0353565203481727j)
"[0, 1, 0, 1]",(-1.0057689493325428-1.0181057367901791j)
"[1, 0, 1, 0]",(2.954810368697536+2.9847483436466695j)
"[1, 1, 1, 1]",(1.1240684159638445+0.9773780027549256j)
"[0, 1, 1, 0]",(-1.0794128072469447+3.029368645589576j)
"[1, 0, 1, 0]",(3.0289165734372867+3.1616574777597335j)
"[1, 0, 1, 0]",(3.0482270271710177+3.0597865812959997j)
"[1, 1, 1, 0]",(0.999220523183174+3.0571038490134423j)
"[1, 1, 1, 0]",(1.0280784018425846+3.0364973546029415j)
"[1, 1, 0, 0]",(1.0003726221202327-3.045274190213906j)
"[1, 1, 1, 1]",(0.9301975792482818+1.0460994074166268j)
"[1, 0, 0, 1]",(2.9764880840981394-0.953887221599989j)
"[0, 0, 1, 1]",(-3.085565229183719+0.9535277666146758j)
"[0, 1, 1, 1]",(-0.972105772238629+0.9751350378291496j)
"[1, 0, 0, 1]",(3.052719888144943-1.0896230126940307j)
"[0, 0, 1, 1]",(-2.8797204612051326+1.0200932401101832j)
"[1, 1, 0, 1]",(0.9763430105958696-0.9850011537986376j)
"[1, 1, 0, 1]",(1.0343444116670522-1.1597466663574627j)
"[0, 1, 1, 0]",(-1.113020860012916+2.938711645838286j)
"[1, 0, 1, 0]",(2.9679008767074677+2.9334820609385144j)
"[1, 1, 0, 1]",(0.8336764453298172-1.008207555738197j)
"[0, 1, 1, 1]",(-0.9860589419469641+0.9477691328407318j)
"[0, 1, 0, 1]",(-1.0858752616172334-0.9738842922764198j)
"[1, 0, 0, 0]",(2.970189524107537-2.9774288582636372j)
"[0, 1, 0, 0]",(-1.0218795336083673-3.0533073510853814j)
"[0, 0, 0, 0]",(-3.0752864965417688-2.990131745388598j)
"[0, 0, 1, 0]",(-2.8837987199774178+2.9872123735100073j)
"[0, 0, 0, 0]",(-3.0542792282782667-3.0005523607761604j)
"[1, 0, 0, 0]",(3.0075706200576957-3.0172213216199943j)
"[0, 0, 0, 1]",(-2.98395217010178-0.9141556936011017j)
"[1, 1, 0, 0]",(1.1275362817814745-2.990741069254j)
"[1, 0, 0, 1]",(2.992254150965105-1.0320981572264147j)
"[0, 0, 0, 0]",(-3.0376291238154036-2.9566218498531507j)
"[1, 0, 0, 0]",(2.9673110012968538-3.017360052977639j)
"[0, 0, 1, 1]",(-2.9911271287285977+0.8796261231690548j)
"[0, 0, 0, 0]",(-2.8923473731257676-3.0407582391200028j)
"[1, 1, 0, 0]",(0.9348678029745192-2.9441887992682334j)
"[0, 1, 1, 0]",(-1.1021178036809895+2.9687386358671763j)
"[1, 0, 0, 1]",(3.083513210443947-1.0475853128325177j)
"[1, 0, 1, 1]",(2.9056398283529257+0.8816614865101333j)
"[1, 1, 0, 0]",(1.076001221143122-2.893710460035082j)
"[1, 1, 1, 0]",(0.9689015028957709+3.0291188627983003j)
"[0, 0, 1, 1]",(-2.9530338098545506+0.9795442926793587j)
"[0, 1, 1, 0]",(-1.1005422213810852+2.9743953796735907j)
"[1, 0, 1, 1]",(2.900052771475823+0.9453230839106517j)
"[1, 1, 0, 1]",(0.980511438287324-1.0370458582435154j)
"[0, 1, 1, 1]",(-0.9974564534252018+0.9285236910969741j)
"[1, 1, 1, 1]",(0.9610247475471206+1.0521492381726907j)
"[1, 1, 1, 1]",(0.9920989193933701+1.0264666288707596j)
"[1, 1, 0, 1]",(0.8477477036179077-1.0874732331219308j)
"[0, 1, 1, 1]",(-0.9574384000262375+1.1071759304986208j)
"[1, 1, 0, 0]",(1.0033367190706945-2.9399237119749455j)
"[1, 0, 0, 0]",(2.9689461603680054-2.9331325031609423j)
"[0, 0, 0, 1]",(-3.059619318096669-1.0415715544463675j)
"[1, 1, 0, 0]",(1.0847580657041007-3.0359040210445936j)
"[1, 1, 0, 0]",(1.0585562097296237-2.954485082357784j)
"[1, 0, 1, 0]",(3.0053595882633606+2.962269815583307j)
"[1, 0, 1, 0]",(3.1116478428509042+2.9516544076707967j)
"[0, 1, 1, 0]",(-0.9234183588763509+2.9838706177899383j)
"[0, 0, 1, 1]",(-3.069605961107117+1.0297682014031748j)
"[0, 1, 1, 1]",(-1.105599865379513+1.0529514498705126j)
"[0, 0, 1, 1]",(-2.955809725686447+0.8913142257719046j)
"[0, 0, 1, 0]",(-3.0514168734295253+2.943672404573831j)
"[1, 0, 0, 0]",(2.9689869820847434-2.98269403807759j)
"[0, 0, 1, 0]",(-3.101995115442959+2.999130087217336j)
"[1, 1, 1, 1]",(0.9920680922714558+1.0697887349748634j)
"[0, 1, 1, 1]",(-0.9797283598483595+0.9342401932835954j)
"[1, 1, 1, 1]",(1.0120833507904274+1.044791111254102j)
"[0, 1, 1, 0]",(-1.0913140416394627+3.0863152197839994j)
"[0, 0, 1, 0]",(-2.995590248164078+2.9768388161209427j)
"[1, 0, 0, 0]",(3.0735896546490045-3.1012102166864914j)
"[0, 0, 0, 0]",(-3.016962791814521-3.0937706546561503j)
"[0, 0, 0, 1]",(-3.1332967852512925-0.9131992079221678j)
"[0, 0, 1, 0]",(-2.9526838544176255+3.059889117649053j)
"[1, 1, 1, 1]",(1.0294516253066557+0.9655802871012609j)
"[1, 1, 1, 0]",(0.8986347073794145+2.9970109721023466j)
"[1, 0, 0, 1]",(2.8986697241710244-0.8613011371578176j)
"[1, 0, 1, 1]",(3.111278121193532+0.8874116330042705j)
"[1, 0, 0, 0]",(2.934642082968213-3.1417207295534646j)
"[0, 0, 1, 0]",(-3.0146647874234263+3.0558628685485933j)
"[1, 0, 1, 0]",(3.036458354796547+3.060319784268771j)
"[1, 0, 1, 0]",(3.0303556917266303+2.975897629894086j)
"[0, 1, 1, 1]",(-0.8790120239801006+1.0534512645258416j)
"[0, 1, 0, 0]",(-0.950713978971641-2.9031667963719388j)
"[0, 0, 1, 0]",(-2.979235770772772+2.9638038283696755j)
"[1, 0, 1, 0]",(3.0348893637048215+3.1650629136820667j)
"[0, 0, 1, 0]",(-3.036187380422649+2.877034695140277j)
"[1, 1, 1, 1]",(1.0852752800459144+0.9839507207502167j)
"[0, 0, 0, 0]",(-3.108834460052918-3.047845034191829j)
"[1, 1, 1, 0]",(0.9661664852203847+3.05728587437657j)
"[0, 1, 1, 0]",(-0.9912034469106268+2.996490018435344j)
"[1, 0, 0, 1]",(2.942626546371265-0.9574970609992525j)
"[0, 1, 1, 0]",(-1.106125388110287+3.0121430497312853j)
"[0, 0, 0, 1]",(-2.909369211857312-0.9575364409788778j)
"[0, 0, 1, 0]",(-2.8796139259784446+2.893865204222641j)
"[0, 0, 0, 1]",(-2.9426507203347487-1.062849832763404j)
"[1, 1, 0, 1]",(1.0797252800249892-1.010607000575603j)
"[1, 1, 1, 1]",(0.9229378635216662+0.9940064726890391j)
"[0, 1, 0, 1]",(-1.0001789587817649-1.09723744910387j)
"[0, 1, 0, 1]",(-1.0696163125173148-0.9765651513279618j)
"[1, 1, 0, 1]",(0.9715620190208433-1.0692040016134952j)
"[1, 1, 1, 0]",(1.002221789477655+3.0995137629503797j)
"[1, 1, 0, 0]",(1.0168442770328612-2.974745839744773j)
"[0, 1, 1, 1]",(-1.044972120405712+0.9212253216691749j)
"[1, 0, 0, 1]",(2.94677563415922-1.0174287745309365j)
"[0, 1, 1, 0]",(-0.9151237232418747+3.009813489442259j)
"[1, 1, 1, 0]",(0.9676339054108521+3.100011106393385j)
"[0, 1, 1, 0]",(-0.9239262609556446+3.0071869031589236j)
"[1, 1, 0, 1]",(0.9278588818912994-0.9755336937173964j)
"[0, 0, 1, 0]",(-3.0662927417412362+2.9429718676929144j)
"[0, 1, 1, 0]",(-1.0094169937046917+2.9191477626245073j)
"[1, 1, 1, 1]",(1.0359750777398364+0.905036731397846j)
"[1, 0, 0, 1]",(3.033563492321202-0.972976968405075j)
"[1, 1, 1, 1]",(0.9834383921903301+0.8000039740249364j)
"[0, 0, 1, 1]",(-2.9614920669393263+1.0186611848166074j)
"[0, 0, 0, 1]",(-2.882654676582168-1.0428762789329917j)
"[1, 0, 1, 1]",(2.9356447159984125+1.0115113154979087j)
"[1, 0, 1, 0]",(3.139159612993445+2.9832356209537774j)
"[0, 1, 1, 1]",(-1.0008126717858474+0.9125272421273708j)
"[1, 0, 0, 0]",(2.9791785878733754-3.05225416702014j)
"[0, 0, 0, 0]",(-3.094341772274407-2.9323779511761527j)
"[0, 1, 1, 0]",(-1.1448342597068482+3.0606962357854095j)
"[1, 1, 1, 0]",(1.1191031738334385+3.033254753498552j)
"[1, 0, 1, 0]",(3.1096931054542196+3.061931058676327j)
"[1, 0, 1, 1]",(2.988964754099055+1.0009716587652657j)
"[1, 0, 0, 0]",(3.036878928530374-2.9526086709439276j)
"[1, 1, 1, 1]",(0.957271058216823+1.0198573478377673j)
"[1, 1, 0, 0]",(0.9775842661087953-2.861076937790454j)
"[0, 0, 1, 0]",(-2.9460822515035536+3.042625215505735j)
"[1, 0, 0, 1]",(2.988275555499118-1.043129839236404j)
"[1, 0, 1, 1]",(2.9033980166271807+1.0292833892877034j)
"[0, 0, 1, 1]",(-2.9668140419238753+1.0437895930795786j)
"[1, 1, 1, 0]",(0.9165522085031543+2.9758911299971156j)
"[0, 0, 0, 1]",(-3.069674241726665-0.964079048441219j)
"[1, 1, 1, 1]",(0.9673807024740257+1.0435459777007159j)
"[0, 1, 0, 1]",(-0.9837500722249322-1.0298823778049262j)
"[1, 1, 0, 1]",(0.93423281474905-0.9380810940286557j)
